feature,shap_importance
Unemployment Rate (%),0.04426072672548562
GDP Growth Rate (%)_ratio_Unemployment Rate (%),0.0325282269834718
Stock Index Value_ratio_Interest Rate (%),0.021521767510317858
Interest Rate (%),0.02054130094556015
Stock Index Value_multiply_GDP Growth Rate (%),0.013740109023284262
Unemployment Rate (%)_sum_GDP Growth Rate (%),0.011163517726903547
Unemployment Rate (%)_multiply_GDP Growth Rate (%),0.009372088354640675
Stock Index Value_ratio_GDP Growth Rate (%),0.00887779202162951
Interest Rate (%)_sum_Unemployment Rate (%),0.008629544860319452
GDP Growth Rate (%)_ratio_Stock Index Value,0.006781085316196404
GDP Growth Rate (%),0.006441767107607735
Stock Index Value,0.006253835502704601
Country_Australia,0.004927213373232783
Interest Rate (%)_ratio_Stock Index Value,0.0037985461113465586
Country_Japan,0.0
Country_India,0.0
Country_USA,0.0
Country_Germany,0.0
Country_France,0.0
Country_China,0.0
Country_Canada,0.0
Country_Brazil,0.0
Interest Rate (%)_multiply_GDP Growth Rate (%),0.0
Country_UK,0.0
