feature,mean_importance
GDP Growth Rate (%),-0.0038976105705894604
Unemployment Rate (%)_ratio_Interest Rate (%),-0.0030152949923629713
GDP Growth Rate (%)_diff_Interest Rate (%),-0.0021252445456249715
GDP Growth Rate (%)_diff_Unemployment Rate (%),-0.001258644193070424
Stock Index Value_ratio_Unemployment Rate (%),0.0
Unemployment Rate (%)_ratio_Stock Index Value,0.0
Stock Index Value_ratio_Interest Rate (%),0.0
Interest Rate (%)_ratio_Stock Index Value,0.0
Country_USA,0.0
Country_UK,0.0
Interest Rate (%)_diff_Stock Index Value,0.0
Country_Japan,0.0
Country_Germany,0.0
Country_France,0.0
Country_China,0.0
Country_Canada,0.0
Country_Brazil,0.0
Country_Australia,0.0
Stock Index Value,0.0
Country_India,0.0
Unemployment Rate (%)_diff_Stock Index Value,0.0
Interest Rate (%)_multiply_Unemployment Rate (%),0.0005349983130548353
Interest Rate (%),0.002520182669369575
Unemployment Rate (%),0.0026065976814731327
