feature,mean_importance
GDP Growth Rate (%)_diff_Interest Rate (%),-0.012614410720779201
Stock Index Value_ratio_Interest Rate (%),-0.006505310045705514
Country_USA,-0.0019200549901080334
Interest Rate (%)_multiply_Unemployment Rate (%),-0.0002807890792068113
Interest Rate (%)_diff_Stock Index Value,-0.00024934622123251593
Country_Japan,0.0
Stock Index Value_ratio_Unemployment Rate (%),0.0
Unemployment Rate (%)_ratio_Stock Index Value,0.0
Country_UK,0.0
Country_India,0.0
Unemployment Rate (%)_diff_Stock Index Value,0.0
Country_France,0.0
Country_China,0.0
Country_Canada,0.0
Country_Australia,0.0
Country_Germany,0.0
Unemployment Rate (%),0.00021338878033052566
Interest Rate (%)_ratio_Stock Index Value,0.0003317628102120773
GDP Growth Rate (%),0.00045850895120984613
Stock Index Value,0.0010844082354405592
Unemployment Rate (%)_ratio_Interest Rate (%),0.0020181889215863833
Country_Brazil,0.0021902094545825255
Interest Rate (%),0.004867793756270711
GDP Growth Rate (%)_diff_Unemployment Rate (%),0.005419995173802405
