feature,mean_importance
Interest Rate (%)_ratio_Stock Index Value,-0.01198284048769418
Stock Index Value_ratio_Interest Rate (%),-0.004579792627700252
GDP Growth Rate (%)_diff_Unemployment Rate (%),-0.004081237249350033
Country_China,-0.003949360158666204
GDP Growth Rate (%)_diff_Interest Rate (%),-0.0025102062209870547
Country_Germany,-0.0010524189795161122
Country_Brazil,-0.0008397230496256291
Country_Japan,-0.00015679911206873954
Stock Index Value_ratio_Unemployment Rate (%),0.0
Country_UK,0.0
Interest Rate (%)_diff_Stock Index Value,0.0
Unemployment Rate (%)_diff_Stock Index Value,0.0
Country_Canada,0.0
Country_Australia,0.0
Country_USA,0.0011821766435768043
Country_France,0.0022148154385850825
Country_India,0.002714634278696204
Stock Index Value,0.0028884046895675474
Interest Rate (%)_multiply_Unemployment Rate (%),0.0033201295123265863
Interest Rate (%),0.013392348351569128
Unemployment Rate (%),0.017946899620759283
Unemployment Rate (%)_ratio_Stock Index Value,0.019154587839140147
Unemployment Rate (%)_ratio_Interest Rate (%),0.03926596257860462
GDP Growth Rate (%),0.04233447311435197
