feature,shap_importance
Stock Index Value,0.09512204490975526
GDP Growth Rate (%)_ratio_Unemployment Rate (%),0.047774412025698904
Stock Index Value_multiply_GDP Growth Rate (%),0.04454498686534972
Interest Rate (%),0.041575944720082005
Unemployment Rate (%)_sum_GDP Growth Rate (%),0.03809931149932395
Stock Index Value_ratio_GDP Growth Rate (%),0.02739936045895797
Unemployment Rate (%),0.023174656227241495
Interest Rate (%)_ratio_Stock Index Value,0.012956132128496679
Interest Rate (%)_multiply_GDP Growth Rate (%),0.012838984614352686
Stock Index Value_ratio_Interest Rate (%),0.012016874026003477
GDP Growth Rate (%)_ratio_Stock Index Value,0.011088736087767784
Interest Rate (%)_sum_Unemployment Rate (%),0.010030955944183689
Unemployment Rate (%)_multiply_GDP Growth Rate (%),0.005901011495368482
Country_China,0.005657098314228121
GDP Growth Rate (%),0.0043641827933155845
Country_USA,0.0
Country_Japan,0.0
Country_India,0.0
Country_Germany,0.0
Country_France,0.0
Country_Canada,0.0
Country_Brazil,0.0
Country_Australia,0.0
Country_UK,0.0
