feature,mean_importance
Stock Index Value_ratio_GDP Growth Rate (%),-0.037061818915334846
Unemployment Rate (%),-0.009778329260795405
Country_China,-0.003970705390215601
Interest Rate (%)_multiply_GDP Growth Rate (%),-0.003947481954515908
Unemployment Rate (%)_multiply_GDP Growth Rate (%),-0.0038527048862462276
Unemployment Rate (%)_sum_GDP Growth Rate (%),-0.000919605605141438
Stock Index Value_ratio_Interest Rate (%),-0.0005923426047649727
Country_USA,0.0
Country_UK,0.0
Country_India,0.0
Country_Japan,0.0
Country_France,0.0
Country_Canada,0.0
Country_Brazil,0.0
Country_Australia,0.0
Country_Germany,0.0
Interest Rate (%)_ratio_Stock Index Value,0.0009771693093445055
Interest Rate (%)_sum_Unemployment Rate (%),0.001151653055867463
GDP Growth Rate (%),0.0027993264294423614
Stock Index Value,0.003917361015442688
Stock Index Value_multiply_GDP Growth Rate (%),0.008416827754272216
GDP Growth Rate (%)_ratio_Stock Index Value,0.014486062249402165
GDP Growth Rate (%)_ratio_Unemployment Rate (%),0.014849589311245692
Interest Rate (%),0.040360312576420254
