feature,shap_importance
Interest Rate (%),0.03024097902922696
GDP Growth Rate (%)_ratio_Unemployment Rate (%),0.022210380744901472
Unemployment Rate (%),0.020206733488477912
GDP Growth Rate (%)_ratio_Stock Index Value,0.01816223678016295
Unemployment Rate (%)_sum_GDP Growth Rate (%),0.015118821318889943
Stock Index Value_multiply_GDP Growth Rate (%),0.014975460946684914
Stock Index Value_ratio_Interest Rate (%),0.014683323102192183
Stock Index Value,0.014003214139026093
Interest Rate (%)_ratio_Stock Index Value,0.011728447273899566
Unemployment Rate (%)_multiply_GDP Growth Rate (%),0.010762085887796785
Stock Index Value_ratio_GDP Growth Rate (%),0.010704608173140366
Interest Rate (%)_sum_Unemployment Rate (%),0.009350759128649858
Country_Canada,0.008599645992435387
GDP Growth Rate (%),0.007439764302800277
Interest Rate (%)_multiply_GDP Growth Rate (%),0.00669650136888464
Country_USA,0.002518654756799488
Country_Brazil,0.0011739756855855433
Country_UK,0.0007927688097838001
Country_India,0.0007361441433860489
Country_Germany,0.000212996608072132
Country_Japan,0.0
Country_France,0.0
Country_China,0.0
Country_Australia,0.0
