feature,mean_importance
GDP Growth Rate (%)_ratio_Unemployment Rate (%),-0.025794299999315352
Country_Germany,-0.012186227995803756
Interest Rate (%)_ratio_Stock Index Value,-0.00211607471681956
GDP Growth Rate (%),-0.0005766441403485479
Unemployment Rate (%)_multiply_GDP Growth Rate (%),-9.564797678245363e-05
Country_Australia,0.0
Country_UK,9.025336881112178e-05
Country_Japan,0.00019197562281214609
Country_China,0.00026175433337931596
Country_Brazil,0.0002805483926272334
Stock Index Value_ratio_GDP Growth Rate (%),0.0008234715895436784
Country_USA,0.0008912501089710423
GDP Growth Rate (%)_ratio_Stock Index Value,0.001088903294843835
Unemployment Rate (%),0.001177646806230359
Country_France,0.0012213141519138437
Country_Canada,0.00127175624859861
Interest Rate (%),0.001846774279296004
Interest Rate (%)_multiply_GDP Growth Rate (%),0.0018738796382211874
Country_India,0.0025420118509459134
Unemployment Rate (%)_sum_GDP Growth Rate (%),0.002954658982720382
Stock Index Value_multiply_GDP Growth Rate (%),0.0030475759609605024
Interest Rate (%)_sum_Unemployment Rate (%),0.0061851801254841025
Stock Index Value,0.007291993581450873
Stock Index Value_ratio_Interest Rate (%),0.013458144125724658
