feature,mean_importance
Interest Rate (%)_ratio_Stock Index Value,-0.034390535597506
Stock Index Value,-0.02164240385590328
Stock Index Value_ratio_Interest Rate (%),-0.015298268415220395
Unemployment Rate (%)_sum_GDP Growth Rate (%),-0.009992438375804148
GDP Growth Rate (%)_ratio_Unemployment Rate (%),-0.007088285182720843
Country_France,-0.003990494938165989
Stock Index Value_multiply_GDP Growth Rate (%),-0.003745839838281073
Interest Rate (%)_sum_Unemployment Rate (%),-0.0014769329060321911
Country_USA,0.0
Country_UK,0.0
GDP Growth Rate (%),0.0
Country_China,0.0
Country_Canada,0.0
Country_Brazil,0.0
Country_India,0.0
Country_Japan,0.0
Unemployment Rate (%)_multiply_GDP Growth Rate (%),0.0015109141842753805
Country_Germany,0.001758111615182223
Interest Rate (%)_multiply_GDP Growth Rate (%),0.0029907595400567198
Country_Australia,0.00402213323536964
GDP Growth Rate (%)_ratio_Stock Index Value,0.005077678683161136
Interest Rate (%),0.01412357288174677
Stock Index Value_ratio_GDP Growth Rate (%),0.020768496221683152
Unemployment Rate (%),0.03607583731868762
