feature,mean_importance
Country_USA,-0.00595627344830425
Interest Rate (%)_ratio_Stock Index Value,-0.005901229327192547
Interest Rate (%)_multiply_Unemployment Rate (%),-0.004645149930659187
Stock Index Value,-0.0030458202915711217
Unemployment Rate (%)_ratio_Interest Rate (%),-0.0014030966944434287
GDP Growth Rate (%)_diff_Unemployment Rate (%),-0.0008742298101156454
Country_Japan,0.0
Stock Index Value_ratio_Unemployment Rate (%),0.0
Stock Index Value_ratio_Interest Rate (%),0.0
Interest Rate (%)_diff_Stock Index Value,0.0
Unemployment Rate (%)_diff_Stock Index Value,0.0
Country_Germany,0.0
Country_France,0.0
Country_China,0.0
Country_Canada,0.0
Country_Australia,0.0
Country_UK,0.0007502467014905533
Country_Brazil,0.0008502724336152845
GDP Growth Rate (%)_diff_Interest Rate (%),0.0009469842430490427
Country_India,0.001745232715743672
Interest Rate (%),0.0057271238462854425
Unemployment Rate (%)_ratio_Stock Index Value,0.0060845187712808
Unemployment Rate (%),0.015449817380238384
GDP Growth Rate (%),0.017031534924201442
