feature,mean_importance
Interest Rate (%)_ratio_Stock Index Value,-0.01196070492121688
Stock Index Value_ratio_Interest Rate (%),-0.005475568631480065
Country_China,-0.004007817519312784
GDP Growth Rate (%)_diff_Unemployment Rate (%),-0.0015768916515091825
Country_Germany,-0.0008109899267910947
Country_Japan,0.0
Stock Index Value_ratio_Unemployment Rate (%),0.0
Interest Rate (%)_multiply_Unemployment Rate (%),0.0
Country_UK,0.0
Interest Rate (%)_diff_Stock Index Value,0.0
Unemployment Rate (%)_diff_Stock Index Value,0.0
Country_Australia,0.0
Country_Brazil,0.0001026171306471202
GDP Growth Rate (%)_diff_Interest Rate (%),0.0005580446333756317
Country_France,0.002063522838336951
Country_Canada,0.0026412302850950197
Stock Index Value,0.003129956540905132
Country_India,0.003965803048325345
Country_USA,0.004610789277401039
Interest Rate (%),0.008653725352692954
Unemployment Rate (%),0.013231886832147577
Unemployment Rate (%)_ratio_Stock Index Value,0.01945401704140486
GDP Growth Rate (%),0.020413674405680603
Unemployment Rate (%)_ratio_Interest Rate (%),0.028483527049308233
