feature,shap_importance
GDP Growth Rate (%)_diff_Interest Rate (%),0.015597306
Interest Rate (%)_diff_Stock Index Value,0.013859558
Unemployment Rate (%),0.01023776
Stock Index Value,0.00849293
Interest Rate (%)_ratio_Stock Index Value,0.008024877
Interest Rate (%),0.0071560824
GDP Growth Rate (%),0.0068498114
Unemployment Rate (%)_ratio_Interest Rate (%),0.006205127
Stock Index Value_ratio_Interest Rate (%),0.005397274
Interest Rate (%)_multiply_Unemployment Rate (%),0.0035767965
GDP Growth Rate (%)_diff_Unemployment Rate (%),0.0025611548
Country_UK,0.00036332672
Country_Japan,0.0
Country_USA,0.0
Country_India,0.0
Country_Germany,0.0
Country_France,0.0
Country_China,0.0
Country_Canada,0.0
Country_Brazil,0.0
Unemployment Rate (%)_ratio_Stock Index Value,0.0
Stock Index Value_ratio_Unemployment Rate (%),0.0
Country_Australia,0.0
Unemployment Rate (%)_diff_Stock Index Value,0.0
