feature,mean_importance
GDP Growth Rate (%),-0.007590304426221684
Unemployment Rate (%)_ratio_Interest Rate (%),-0.006064610798947845
GDP Growth Rate (%)_diff_Interest Rate (%),-0.004040484249804699
GDP Growth Rate (%)_diff_Unemployment Rate (%),-0.002555333938263793
Stock Index Value_ratio_Unemployment Rate (%),0.0
Unemployment Rate (%)_ratio_Stock Index Value,0.0
Stock Index Value_ratio_Interest Rate (%),0.0
Interest Rate (%)_ratio_Stock Index Value,0.0
Country_USA,0.0
Country_UK,0.0
Interest Rate (%)_diff_Stock Index Value,0.0
Country_Japan,0.0
Country_Germany,0.0
Country_France,0.0
Country_China,0.0
Country_Canada,0.0
Country_Brazil,0.0
Country_Australia,0.0
Stock Index Value,0.0
Country_India,0.0
Unemployment Rate (%)_diff_Stock Index Value,0.0
Interest Rate (%)_multiply_Unemployment Rate (%),0.001077124305539545
Interest Rate (%),0.005189121686826681
Unemployment Rate (%),0.0052374854806976675
