feature,mean_importance
Unemployment Rate (%)_ratio_Interest Rate (%),-0.00986761020881557
GDP Growth Rate (%)_diff_Unemployment Rate (%),-0.008166101700867645
Interest Rate (%),-0.008156287369722315
GDP Growth Rate (%),-0.0025634082665135114
Stock Index Value_ratio_Interest Rate (%),-0.0007210072301117254
Country_Japan,-0.0006628129271738948
Country_India,-0.00021068763737253082
Country_Canada,0.0
Stock Index Value_ratio_Unemployment Rate (%),0.0
Unemployment Rate (%)_ratio_Stock Index Value,0.0
Interest Rate (%)_multiply_Unemployment Rate (%),0.0
Stock Index Value,0.0
Country_Australia,0.0
Interest Rate (%)_ratio_Stock Index Value,0.0
Unemployment Rate (%)_diff_Stock Index Value,0.0
Country_USA,0.0
Country_UK,0.0
Interest Rate (%)_diff_Stock Index Value,0.0
Country_France,0.0
Country_China,0.0
Country_Brazil,0.0
GDP Growth Rate (%)_diff_Interest Rate (%),0.00013237080889358933
Country_Germany,0.0005881916154887978
Unemployment Rate (%),0.0015442975012677218
